sl_no,Product_name,Review,Rating,Polarity,Predicted_Sentiment,stemmed_content,Sentiment
1423,"Redmi Y1 lite (Grey, 16 GB)  (2 GB RAM)","It's a great phone best for your parents,",4,0.9,Positive,great phone best parent,Positive
1424,"REDMI Note 11T 5G (Matte black, 128 GB)  (6 GB RAM)",Camera is not at awesome but it is good but if we see his price according his work so it is High..,4,0.62,Positive,camera awesom good see price accord work high,Positive
1425,"REDMI Note 11T 5G (Matte black, 128 GB)  (6 GB RAM)","Cons :Speaker volume low,Camera not worth 20k,.Pros :Long battery,Fast charge 60 min,Operating system has improved,Camera is also good, Call recording not working as earlier version of MIUI,Ram & processor is good to handle gaming,Miui almost bug free,Battery backup good, despite OS draining,Light weight, good looks, good design, never heats up,.Software can probably improve the camera performance and fix battery drain. But wifi reception speakers and bad display are hardware i...",4,0.2888888888888889,Positive,con speaker volum low camera worth k pro long batteri fast charg min oper system improv camera also good call record work earlier version miui ram processor good handl game miui almost bug free batteri backup good despit os drain light weight good look good design never heat softwar probabl improv camera perform fix batteri drain wifi recept speaker bad display hardwar,Positive
1426,"REDMI Note 11T 5G (Matte black, 128 GB)  (6 GB RAM)",Value of money,5,0.0,Neutral,valu money,Positive
1427,"REDMI Note 11T 5G (Matte black, 128 GB)  (6 GB RAM)",Best ever phone.. I like redmi....,5,1.0,Positive,best ever phone like redmi,Positive
1428,"REDMI Note 11T 5G (Matte black, 128 GB)  (6 GB RAM)",Good 👌👌👌👌,5,0.7,Positive,good,Positive
1429,"REDMI Note 11T 5G (Matte black, 128 GB)  (6 GB RAM)",Very good,5,0.9099999999999999,Positive,good,Positive
1430,"REDMI Note 11T 5G (Matte black, 128 GB)  (6 GB RAM)",Nice product,5,0.6,Positive,nice product,Positive
1431,"REDMI Note 11T 5G (Matte black, 128 GB)  (6 GB RAM)",Battery drain very fast,2,0.26,Positive,batteri drain fast,Negative
1432,"REDMI Note 11T 5G (Matte black, 128 GB)  (6 GB RAM)",Very nice👍👍👍👍👍,5,0.2,Positive,nice,Positive
1433,"REDMI Note 11T 5G (Matte black, 128 GB)  (6 GB RAM)",Nice,5,0.6,Positive,nice,Positive
1434,"Redmi 9A (Midnight Black, 32 GB)  (3 GB RAM)",Working well after 3 days of using. Battery back up fine for normal usage. I had gifted this to my mom she is happy.Genuine phone in this range segment.,4,0.26666666666666666,Positive,work well day use batteri back fine normal usag gift mom happi genuin phone rang segment,Positive
1435,"Redmi 9A (Midnight Black, 32 GB)  (3 GB RAM)","Nice product according to its budget. But it's hard to play high Graphics games like pubg on 3GB RAM. It lags even when you play at Smooth Graphics settings. If this is for gaming (High graphics game) purpose, then don't go for 3GB or 2 GB RAM and the rest it works very well.",5,0.11833333333333333,Positive,nice product accord budget hard play high graphic game like pubg gb ram lag even play smooth graphic set game high graphic game purpos go gb gb ram rest work well,Positive
1436,"Redmi 9A (Midnight Black, 32 GB)  (3 GB RAM)",Very bad performance..Phone is hang..Time to time....,1,-0.9099999999999998,Negative,bad perform phone hang time time,Negative
1437,"Redmi 9A (Midnight Black, 32 GB)  (3 GB RAM)",Very worst product i had received and camara is not clear. Useless product delivered by Flipkart and not going to use this Flipkart going foward.Very.... Very..... Worst,1,-0.47000000000000003,Negative,worst product receiv camara clear useless product deliv flipkart go use flipkart go foward worst,Negative
1438,"Redmi 9A (Midnight Black, 32 GB)  (3 GB RAM)",Price Soo high but product so poor according to price I m not satisfied for this product,1,-0.16333333333333333,Negative,price soo high product poor accord price satisfi product,Negative
1439,"Redmi 9A (Midnight Black, 32 GB)  (3 GB RAM)",Worst phone ever by MI. VERY LOW QUALITY CAMERA. PERFORMANCE LIKE 3GP CERA,1,-0.5,Negative,worst phone ever mi low qualiti camera perform like gp cera,Negative
1440,"Redmi 9A (Midnight Black, 32 GB)  (3 GB RAM)","Accept camera (picture quality). All is good, this is budget phone.",3,0.7,Positive,accept camera pictur qualiti good budget phone,Neutral
1441,"Redmi 9A (Midnight Black, 32 GB)  (3 GB RAM)",It's really nice 👍,5,0.6,Positive,realli nice,Positive
1442,"Redmi 9A (Midnight Black, 32 GB)  (3 GB RAM)",Great,5,0.8,Positive,great,Positive
1443,"Redmi 9A (Midnight Black, 32 GB)  (3 GB RAM)",Very good product,5,0.9099999999999999,Positive,good product,Positive
1444,"Redmi 7A (Matte Gold, 32 GB)  (2 GB RAM)","a decent phone for parents,grand parents and first time android users...camera - pretty good, I'm using max pro m1 and this camera is able to outperform m1 easily when it comes to photography, however video recording doesn't have eis so kind of a bummerdisplay - nothing much to say gets the job done, ample brightnessbattery - pretty great however mi provided only 5W-1A charger in the box though it supports 2A charging, given the battery is 4000mah it should've been atleast a 2A charger...",4,0.3772727272727273,Positive,decent phone parent grand parent first time android user camera pretti good use max pro camera abl outperform easili come photographi howev video record ei kind bummerdisplay noth much say get job done ampl brightnessbatteri pretti great howev mi provid w charger box though support charg given batteri mah atleast charger,Positive
1445,"Redmi 7A (Matte Gold, 32 GB)  (2 GB RAM)",nice camera quality and better battery backupperformance is also improved from 6Ami is doing a better job,5,0.5333333333333333,Positive,nice camera qualiti better batteri backupperform also improv ami better job,Positive
1446,"Redmi 7A (Matte Gold, 32 GB)  (2 GB RAM)","Its an excellent device for people shifting to smartphone. 2GB ram looks enough. Not meant for Gaming. Solitaire and candy crush will be fine. This device has 19:9 aspect ratio. Having bezels is good for beginners. They are not used to hold drop notch display phones and do kind of mess.Camera is below average but does the purpose. Video calling and occasional photography will be fine.Out of the box, 52% ram was occuiped and 22 GB space was available. There is no IR blaster. Speaker is als...",5,0.37083333333333335,Positive,excel devic peopl shift smartphon gb ram look enough meant game solitair candi crush fine devic aspect ratio bezel good beginn use hold drop notch display phone kind mess camera averag purpos video call occasion photographi fine box ram occuip gb space avail ir blaster speaker al,Positive
1447,"Redmi 7A (Matte Gold, 32 GB)  (2 GB RAM)","Very Nice Product By Redmi. Powerful Performance, Powerful Battery, Awesome Camera, Value for Money 😍😍😍",5,0.595,Positive,nice product redmi power perform power batteri awesom camera valu money,Positive
1448,"Redmi 7A (Matte Gold, 32 GB)  (2 GB RAM)","Superb entry level phone. Best value product from Redmi.Redmi 7A Matt BlackCamera 4/5Battery 5/5Display 4/5Sound 5/5Performance 4/5Value for Money 5/5Grip 4/5Size 4/5Dual Volte 5/5look 4/5built quality 4/5(plastic back)Call Clarity depend on network operatortested with "" Reliance Jio "" It was awesome performance in call. This is my honest review after using 2 days.",4,0.9,Positive,superb entri level phone best valu product redmi redmi matt blackcamera batteri display sound perform valu money grip size dual volt look built qualiti plastic back call clariti depend network operatortest relianc jio awesom perform call honest review use day,Positive
1449,"Redmi 7A (Matte Gold, 32 GB)  (2 GB RAM)",i have received this product today. For now i find this smartphone decent . Some of the main reasons to buy this mobile are1. Big battery ( 4000 mah)2. camera (sony imx 486). camera has also pro mode which is a nice thing3. processor4. triple slot for memory and dual sim disadvantages1. no dual camera2. no dew drop display,5,0.23333333333333334,Positive,receiv product today find smartphon decent main reason buy mobil big batteri mah camera soni imx camera also pro mode nice thing processor tripl slot memori dual sim disadvantag dual camera dew drop display,Positive
1450,"Redmi 7A (Matte Gold, 32 GB)  (2 GB RAM)",+thanks flipkart for sunday sale and very fast delivery++best budget smartphone  inthis segment +++this phone is better than realme c2++++22gb memory is free out of 32gb+++++++pubg mobile to jhksss chala maja aa gayahighly recommended phone no,4,0.33999999999999997,Positive,thank flipkart sunday sale fast deliveri best budget smartphon inthi segment phone better realm c gb memori free gb pubg mobil jhksss chala maja aa gayahighli recommend phone,Positive
1451,"Redmi 7A (Matte Gold, 32 GB)  (2 GB RAM)",Damm...!! It's best in price segment... compare to real me c2 which I have bought that also.Here some comparison with Real Me C2.Pros:-7A better in performance than C2 coz of SD439.7A plays Pubg Much better than C2 coz Adreno 505 perform better in high graphics.Camera takes better  pics with detail in every shot even after zoom in pic clarity much better.Design Is good enough but C2 better look & screen nice.Cons:-Have big bezels on both top & bottom quite irritating. Rest nothing to c...,5,0.3373333333333333,Positive,damm best price segment compar real c bought also comparison real c pro better perform c coz sd play pubg much better c coz adreno perform better high graphic camera take better pic detail everi shot even zoom pic clariti much better design good enough c better look screen nice con big bezel top bottom quit irrit rest noth c,Positive
1452,"Redmi 7A (Matte Gold, 32 GB)  (2 GB RAM)",i am quite impressed with the looks of this phone. it's very nice. those who says it's an average mobile they are wrong. it's very nice at the price range but i miss the fingerprint sensor on this. thanks to flipkart and the ekart courier for their awesome service. Delivery agent mr wassan came to deliver this at rainy weather. 10 stars service. flipkart is best.,5,0.51375,Positive,quit impress look phone nice say averag mobil wrong nice price rang miss fingerprint sensor thank flipkart ekart courier awesom servic deliveri agent mr wassan came deliv raini weather star servic flipkart best,Positive
1453,"Redmi 7A (Matte Gold, 32 GB)  (2 GB RAM)",camera is awesome for in this price segment. camera is working very well in pro mode too.you can also click light trails image in Pro mode on this very low budget device.,5,0.4,Positive,camera awesom price segment camera work well pro mode also click light trail imag pro mode low budget devic,Positive
